Participant_ID,Age,Gender,Experience_Level,Movement_Type,Movement_Direction,Timestamp,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyroscope_X,Gyroscope_Y,Gyroscope_Z,Pressure_Left_Foot,Pressure_Right_Foot,Pressure_Left_Hand,Pressure_Right_Hand,Angular_Velocity,Acceleration,Force,Movement_Efficiency,Injury_Risk_Level
8,21,F,Intermediate,Kick,Sideways,2024-01-01 00:00:00.000,0.7175505704569298,0.37182321144032704,-6.185103290302661,1.64823959128403,1.3835985838461005,-1.7186776316502441,21.79679724568575,13.981973529562067,23.3319181976543,5.73990956333042,1.4882271473120803,6.237678577278703,64.85059853623252,94.04955568920704,Low
5,18,M,Expert,Footwork,Sideways,2024-01-01 00:00:00.500,0.3036002067621342,0.1204622403965252,-0.15355608523796604,-0.15762625291791066,-0.37345977750779014,1.0281322277648077,10.107860179412375,13.77598150186161,43.24006844805338,43.48365661512537,1.2141419671298124,0.36092063978244626,110.60756674445273,94.76531846824534,Low
5,30,F,Expert,Footwork,Sideways,2024-01-01 00:00:01.000,-0.6224830441317921,-0.5922433147568016,-3.165677172042334,-1.8360163575675439,1.132269880636065,0.18734604107994635,23.84788552310192,29.858502094251904,4.689916747952494,29.971689313673483,0.9767464196268671,3.2802056706395186,88.3679936789798,93.15263204228748,High
6,21,M,Novice,Punch,Forward,2024-01-01 00:00:01.500,-0.8739664422492583,0.8056540234536433,-0.8802425443144077,1.521190869674164,1.345584029135983,-0.884597879652941,4.910708517114094,28.475340603472972,32.654211099654944,42.4852961612309,1.0404114501858006,1.479095224962197,108.52555638147291,99.93389275052323,Low
10,39,F,Intermediate,Footwork,Sideways,2024-01-01 00:00:02.000,-0.15127242263730611,-0.44811170517470744,-2.989828088659559,-1.7321049355057037,-0.18238576472054513,1.450297416245827,16.18545340723096,17.954583192780184,16.65900306604316,43.367434426867874,1.001720912186085,3.0270050290514576,94.16647409292217,97.37366423970224,High
7,28,M,Intermediate,Footwork,Forward,2024-01-01 00:00:02.500,-0.9687787554845415,-0.15785720361273237,2.517969855821283,1.4700529708063486,0.3638202637618946,1.9442874813554174,15.242211909546327,4.139193994220801,19.335766363608204,29.818676533370454,0.9866982369108348,2.7025216684857982,68.53584880074578,88.34117761505046,High
10,36,F,Expert,Footwork,Backward,2024-01-01 00:00:03.000,-0.36340522833332867,-0.5954241162549241,-8.959218584525996,-0.43272250710827587,0.13564919415576027,-0.9826035952094481,3.0094347170884053,7.7578811589203145,28.550987545215182,45.8847076697512,1.5419375065731415,8.986333561776679,85.20301109097511,86.53953443083768,Medium
7,28,M,Intermediate,Kick,Sideways,2024-01-01 00:00:03.500,-0.2639570611215487,-0.22394476331697155,-6.450256317092238,-0.5384218455076413,1.756783446538006,1.2249845983437302,10.899984770179753,10.912846649452074,23.995839914878616,29.27241457423115,1.381563544927796,6.459537997668359,75.08108590874158,91.9369949599216,Low
4,29,F,Intermediate,Kick,Sideways,2024-01-01 00:00:04.000,-0.24882225198015218,-0.01670649977705163,-1.3180829654244075,0.17118951782580716,0.9020227403670451,1.0006652655058295,2.5426594034018413,26.196349790802888,19.08897192549272,35.62825389391877,0.8029925673765894,1.3414672280593645,83.45623501361622,96.35272671667008,High
6,28,F,Intermediate,Punch,Forward,2024-01-01 00:00:04.500,0.9587000486477855,-0.4095058909741618,-2.8165843751836084,1.8283392697768752,1.7013712430804522,0.9887604844226776,13.942209285367422,5.118973711901328,15.41617109098657,20.804023858441635,1.9544390287492939,3.0033228931548877,55.28137794669696,89.50686947473106,Medium
7,23,F,Expert,Footwork,Sideways,2024-01-01 00:00:05.000,-0.3921982460550635,0.5381873463929667,-2.1240136633051856,1.594962180343913,-1.1199600877521125,1.828942445936109,25.287136758413787,6.592407498843152,30.91576511157661,45.70338472354937,1.1415882730314788,2.225960270519958,108.49869409238292,94.75385213663279,Medium
5,29,F,Expert,Kick,Forward,2024-01-01 00:00:05.500,-0.46954500924275755,-0.2121340427075058,5.953709619657403,-0.11867964678093124,-0.7590525926693181,-0.053531630792030604,8.10614289912395,10.48154075009481,25.278982591481263,41.20812694560133,1.3491296016021175,5.9759628180721895,85.07479318630135,80.38320079012085,High
5,26,M,Expert,Punch,Sideways,2024-01-01 00:00:06.000,-0.7412381378649175,0.45901999991753417,7.572100501648368,0.783292924095274,-1.7163461072797292,0.6966721622266188,22.945859615623124,27.807305659601504,16.16545627554402,8.335655580846375,1.553901450184644,7.622128268693279,75.25427713161503,98.51680216596208,High
2,27,F,Novice,Footwork,Backward,2024-01-01 00:00:06.500,0.02201767136522559,-0.5858556492195133,-4.926091843447628,0.32171700937364944,-0.0003681732167692964,1.2955094545032164,5.50282246837369,15.114362723291613,10.24805094387794,28.819392510234938,1.4205160650153432,4.960856021863163,59.684628645778176,95.47669455030905,Low
7,20,F,Intermediate,Punch,Backward,2024-01-01 00:00:07.000,-0.6926513875727587,-0.24592900641364257,6.5932647816115875,0.7738463162526696,1.495694717543643,-0.08185421982789443,20.212047824719544,19.405081097926036,38.72340979818761,44.84136645434732,0.9665776536434012,6.634107890390521,123.18190517518052,87.88380173528266,Low
6,20,M,Novice,Punch,Backward,2024-01-01 00:00:07.500,0.23258942546156902,-0.9838834222089297,-0.8077186403089875,1.317309840248388,-0.6926132114771373,-0.07427518875197636,27.466121997913486,11.616699152105353,39.98574622639439,39.653224682947545,1.6965598602310652,1.2940378013167533,118.72179205936078,87.68024651038584,Low
1,37,F,Expert,Punch,Sideways,2024-01-01 00:00:08.000,-0.6896804421233009,0.5172751678274234,-4.433115861990072,-1.8620246845256245,-1.486871572202674,-0.7253809837305947,9.717842446973094,5.655663333254002,10.689406349010133,48.12763903306625,0.6652304593694403,4.516165293401722,74.19055116230348,82.0577361549701,High
4,33,M,Novice,Punch,Sideways,2024-01-01 00:00:08.500,0.15334663551840233,0.25177328866096826,9.514938991691697,-0.6969605842884099,-1.726214980283788,1.1233028513085364,27.012349142658547,6.684016122254405,13.082450662230016,11.56508434737974,1.353493752055507,9.519504661227021,58.3439002745227,96.32307447765056,Medium
3,20,F,Intermediate,Punch,Backward,2024-01-01 00:00:09.000,0.6525384783492525,0.6356466498409123,6.366115112109679,1.8373164329354688,-0.20999890990538184,0.7447831187422262,15.162627795791835,24.080136609476376,11.957151125074345,18.3729816565239,0.909975834521151,6.430962194711734,69.57289718686646,95.3725901851437,Medium
3,27,F,Intermediate,Punch,Backward,2024-01-01 00:00:09.500,-0.9149507329618147,-0.08877842379457346,9.687365054096105,1.7973452340996965,-1.3439130214849468,-0.19544040199580026,9.504153994969725,26.80446114959515,44.228487278827075,25.359594400906566,1.4236435515095274,9.730881673497075,105.89669682429852,92.60499415071233,High
7,28,F,Expert,Punch,Forward,2024-01-01 00:00:10.000,-0.1605060501635882,0.5994812874256783,-6.503460625206209,-1.95511644009015,-0.615583884459586,-0.32265337040505315,26.895247053345944,14.792269676794348,38.70651905309253,11.633458501363247,0.8269902216265547,6.533003911656582,92.02749428459607,82.02912944288069,Low
10,25,F,Expert,Footwork,Forward,2024-01-01 00:00:10.500,-0.07790206556232904,0.2951650885419568,-6.980683590621971,-1.194239480310535,1.2799192323297475,-1.7096414273235254,0.9611180030918454,10.709835823777695,3.728676162499034,19.702262759440952,1.6582994828140074,6.98735533329254,35.101892748809526,85.24682731274142,Medium
4,23,F,Novice,Footwork,Backward,2024-01-01 00:00:11.000,0.5821442869562248,-0.9927741349315227,0.06620787770708958,1.975080169377451,-0.4638104689699025,-1.973995412686338,0.8405655381843136,24.23505409581787,41.633297491354284,26.876960221216624,0.8413044968987489,1.1527688132905407,93.58587734657308,89.17828946529237,Medium
8,37,F,Expert,Punch,Backward,2024-01-01 00:00:11.500,-0.0641687361089116,-0.49261140982297613,2.7174176966772574,-0.028699696402056496,0.439483673025423,0.11557586612737358,17.994888126189988,20.192843252427835,1.8425910362895814,9.566960150067032,1.8355882024502488,2.7624522739762085,49.59728256497444,85.31943887528452,Low
9,28,M,Novice,Footwork,Sideways,2024-01-01 00:00:12.000,0.13507157291264038,-0.012217295587503951,-6.447222186346308,0.29146401586741044,0.008640223291259463,-0.330028590593602,23.90252151990703,1.2262193245689945,12.659989549150636,12.834390935129031,1.7923323570053467,6.448648502766811,50.62312132875569,88.67947846305808,Medium
3,38,M,Intermediate,Punch,Backward,2024-01-01 00:00:12.500,0.5824085071761422,0.23737469942394251,7.064441094535436,-1.33431925791019,0.8741331718801453,1.184147039607057,22.546389223143187,10.52222696648432,45.949569204830745,6.242124990439724,1.0435901780207169,7.0923814332929656,85.26031038489796,84.51915081275304,Low
5,29,F,Intermediate,Footwork,Forward,2024-01-01 00:00:13.000,0.11951698585858139,-0.8688182706707257,0.6274641818019209,1.5773424350341183,-1.375340164049725,0.17061622522848596,2.3840851005481656,20.465189347081257,43.21656473831047,35.669070494287425,1.0787304333110388,1.0783509617950664,101.73490968022732,86.99201007612034,Medium
4,33,F,Intermediate,Kick,Forward,2024-01-01 00:00:13.500,-0.2834011729608352,0.41015985636758345,-1.745540068875309,-1.0749428014035485,1.681764145934475,1.746824173528902,28.507535806006736,17.210394608729317,39.07172573623074,18.07759632680665,1.5522551865312357,1.8153394901946778,102.86725247777343,93.04593767193255,Medium
10,35,M,Intermediate,Punch,Forward,2024-01-01 00:00:14.000,-0.8283154447588355,0.0870721952945197,2.000251989370085,-1.2414094799218538,0.5745311902001413,-1.2154368045560058,21.09190612912547,29.34201926538668,22.87736145546248,11.013307659189419,0.6355603069587259,2.16672473198568,84.32459450916404,97.8472216155939,Medium
6,30,M,Intermediate,Kick,Forward,2024-01-01 00:00:14.500,0.4598312590251552,0.05155861363657133,2.6450927742568684,-1.0875103867186873,-0.9161850736795709,1.9606013615401592,28.47336161183217,25.983461346758716,16.070705051000388,25.366207459047622,0.621379118263519,2.6852595520438394,95.89373546863891,87.70061362465651,Low
10,39,F,Novice,Punch,Forward,2024-01-01 00:00:15.000,0.7422763003243102,-0.4159088838041698,-8.961447692717636,1.678486810564035,-1.506985167447764,-0.8083232227515746,9.872932769223063,1.7921521719378297,44.07729187702284,3.4124652842623835,0.7044862952509148,9.001749777402425,59.15484210244611,93.83816462321515,Medium
4,20,F,Intermediate,Punch,Forward,2024-01-01 00:00:15.500,0.9401290740403281,0.18964619898115376,9.797896267418967,0.8113868287073966,-1.4010977434152387,0.5696958942932238,20.818173839484523,21.77307047017082,32.853704513460606,46.17033031591974,1.3437130031747784,9.844723440693825,121.61527913903568,82.69586172765041,Medium
8,32,F,Novice,Kick,Backward,2024-01-01 00:00:16.000,0.8531997615431366,-0.9450142207364507,-2.66717629463228,1.0743855779611002,1.1306517075844322,0.007414854466605281,25.798162402004557,10.089798369914337,14.775442752389672,14.723376057863213,0.7235034572466399,2.955474766791245,65.38677958217178,90.81635955711523,Medium
3,39,F,Intermediate,Kick,Forward,2024-01-01 00:00:16.500,0.5948358176664974,-0.870599338992023,-8.593764120566036,-0.49185456726298904,0.35244021325183184,-0.5616943950030024,11.413926694628799,20.462481092578393,23.15979389827241,44.323217409193106,0.9164259226594721,8.658207355969273,99.35941909467272,98.43408451109028,High
5,38,F,Novice,Kick,Forward,2024-01-01 00:00:17.000,0.28694386449145637,0.46774017442568305,6.9055342256001,1.6367080597222454,-0.4769668371272666,-1.4427632669382136,28.945797563057106,18.51673758274189,44.07501111308096,24.881003266232348,1.4703671113103118,6.927302548111742,116.4185495251123,80.55871608914767,Medium
1,31,F,Novice,Punch,Forward,2024-01-01 00:00:17.500,0.5629202916612768,-0.3562173149320722,9.66316611256132,1.157631809357559,-0.6683966152524801,-1.4606633941911533,7.949783736616229,15.091507774405233,45.172771803911075,42.50752488553203,0.5234356667550732,9.686100833110034,110.72158820046457,85.35114723453617,Medium
6,35,M,Novice,Kick,Forward,2024-01-01 00:00:18.000,-0.13583257429586415,-0.3060658487510324,6.200626780635368,1.002389450029285,1.4230320176021207,0.8460233095127814,9.46840878063662,25.58848663018665,32.96510469858647,12.353222039482226,0.7703549119302048,6.209661767338384,80.37522214889196,82.64987067360289,Low
5,31,F,Expert,Kick,Backward,2024-01-01 00:00:18.500,0.18955242958166996,-0.5832295934870964,6.896896801252975,1.8837611346918068,1.499050095125844,-0.48943446809475466,27.60985729881116,21.260695804295036,36.62779303585169,8.763530112137651,1.8948959943135555,6.924108055873548,94.26187625109554,90.6624295899283,Low
8,22,F,Novice,Footwork,Sideways,2024-01-01 00:00:19.000,-0.3026003817216296,-0.10875861580013568,2.468328238701238,-0.5352126768266054,0.32504815367717166,1.8451918965317708,29.089792395081098,26.686653435060197,1.9648916614401768,42.47059016174142,1.4953664351130695,2.4891845495058806,100.2119276533229,93.59284928142651,High
9,38,M,Novice,Footwork,Sideways,2024-01-01 00:00:19.500,-0.3465815700392345,-0.8960131371773994,8.277581333130286,0.4438945871835247,0.09817626266014523,-0.6974060539746478,8.555872449154492,8.448112473091479,30.230025381859406,10.646194118585544,0.9583266713348202,8.333145327742239,57.88020442269092,81.15558384126219,Low
8,31,M,Intermediate,Kick,Sideways,2024-01-01 00:00:20.000,0.5133835465520675,-0.39927355285777266,-9.099524386141637,1.6397187959088648,1.265792168306286,1.9340948869918515,4.091701189285754,10.443825737838061,34.44962841854885,37.309767464979004,0.567955136091753,9.122736765349988,86.29492281065167,81.40568841281103,Low
8,25,M,Novice,Kick,Sideways,2024-01-01 00:00:20.500,-0.09213443539287658,0.054247843555395026,5.227787713902341,1.16355577274381,0.997340719177501,-1.178306973618949,22.771662291317927,18.658540494314064,1.018857354011582,17.22918973298162,1.3790732126186405,5.228880947616214,59.67824987262519,97.39258385497811,Low
3,32,M,Novice,Kick,Forward,2024-01-01 00:00:21.000,-0.5756774741379416,-0.06873615688172596,3.3459204753478815,0.25351583290246005,-0.39869926668884625,-1.5887424550757858,27.889957989013446,28.993933120852073,42.19294939781278,37.409686321758066,0.8342994648386609,3.395778709051122,136.48652682943637,89.12466297135016,High
4,32,F,Expert,Kick,Sideways,2024-01-01 00:00:21.500,-0.5961236761162683,0.9993392862460675,-8.828134577729557,-1.6951452608792046,-1.669045260996572,-0.7497210659081714,18.02140931105624,11.147462980115437,46.41425058253705,45.38231329941651,1.9402631580774998,8.90449339203334,120.96543617312524,89.25903199277296,High
4,36,M,Intermediate,Footwork,Sideways,2024-01-01 00:00:22.000,0.7183447231398672,-0.22247069576617995,0.8618821479389958,0.610893758222693,1.0740004294511114,1.542339157714356,19.035568632187402,0.9688095020247356,11.896822620939401,49.081921564364656,1.5304414324802669,1.1438326751205867,80.9831223195162,98.89160789916234,Medium
5,37,M,Expert,Punch,Backward,2024-01-01 00:00:22.500,0.3555209887253423,-0.22600188149138223,0.2951827768542419,0.10622222747140864,-1.325195884239025,0.08740777798113886,22.888300025169006,13.376638662658701,42.28979663484822,17.99047386343167,1.961185829519159,0.5143976045951915,96.5452091861076,86.40419220529864,Medium
9,23,F,Expert,Kick,Backward,2024-01-01 00:00:23.000,0.09209214671623167,0.007163554828920615,3.7540708115087433,-1.2632781540614944,-1.9344923740860867,-1.4573995762511678,4.592544565242247,16.317886875870695,33.27562913545821,18.376291732027312,1.7733483461173503,3.755207043270252,72.56235230859846,97.94047294065581,Low
9,36,M,Expert,Kick,Backward,2024-01-01 00:00:23.500,-0.19812252800728114,-0.6193937794575404,-8.280384332460219,1.5290124933703897,1.3732107008159633,-1.1900038015836198,29.204066894842178,24.029622260986297,29.034790987509922,49.06938683924273,1.224541122785811,8.305881403161699,131.33786698258112,99.48509489152528,Medium
10,25,M,Novice,Footwork,Forward,2024-01-01 00:00:24.000,-0.13836521842574845,0.7526088459183158,5.983464192436877,-0.6270056204050269,0.31301538134687457,-0.7549573514017469,10.929881541857844,21.85801439989917,42.156298684457425,43.07640651490192,1.5043447214812153,6.032197671727841,118.02060114111636,84.83388395300861,Medium
1,23,F,Expert,Kick,Forward,2024-01-01 00:00:24.500,-0.8851296116101124,0.14453557772889702,-7.0676925365745085,-0.4500804259308122,1.5666641421430336,0.36066695125083115,18.847212778267878,28.939880421550086,14.280526787260184,2.254598595568902,1.7181607933089502,7.12436823543881,64.32221858264705,90.28077698425086,High
8,37,F,Expert,Kick,Forward,2024-01-01 00:00:25.000,-0.09017971026431448,-0.6157847216011552,-1.5941735761472966,0.6896061951856423,-0.06164766720952786,-0.6704842404895173,14.058480614999786,23.480482816693986,39.5428088843427,28.67249931132602,1.367267722493935,1.7113481803499335,105.7542716273625,90.68712305800517,High
1,32,F,Intermediate,Footwork,Backward,2024-01-01 00:00:25.500,0.5909098212441637,0.5868831827442647,7.473244947032068,-0.044805031835036147,1.705924402845612,0.9882163283573089,14.04542939294535,8.95885311203648,15.726038383410163,9.062238577421915,0.5922312514523288,7.519507718286563,47.79255946581391,97.32336223584127,Medium
2,20,F,Intermediate,Kick,Sideways,2024-01-01 00:00:26.000,-0.22402703980935534,-0.9313356577142935,1.1864194677117297,-1.6428756948834025,-0.5841130080845449,0.4651742247411863,21.082331163591643,19.24140932940509,39.37282714540369,49.70062680466093,1.2056694708104467,1.524849295917876,129.39719444306135,86.07816272763642,Medium
7,27,F,Intermediate,Kick,Backward,2024-01-01 00:00:26.500,-0.23283749491348416,0.9651284011708545,-2.360018090407208,-0.450233530579061,0.8980880093371715,1.4952949494133603,29.839868966167632,20.16723580189657,22.552700287822873,6.946150618548685,0.6958599961799599,2.5603459760027514,79.50595567443575,95.9608488670683,Medium
8,32,F,Intermediate,Footwork,Forward,2024-01-01 00:00:27.000,-0.9685668339614244,0.7302986695427427,-8.8552360559016,-1.6221355282470675,-0.796053962952866,0.003847305437457038,19.771795514878544,29.940615444615688,5.847273574654022,27.967380627143328,1.5722701628152558,8.937933959496775,83.52706516129159,99.42014782556024,Low
